2025-12-11 20:24:42 | INFO     | src.utils.logger:setup_logger:54 | 日志系统已初始化，级别: INFO
2025-12-11 20:26:50 | INFO     | src.utils.logger:setup_logger:54 | 日志系统已初始化，级别: INFO
2025-12-11 20:26:50 | INFO     | src.agents.orchestrator:_create_sensors_client:65 | 创建神策API客户端...
2025-12-11 20:26:50 | INFO     | src.sensors.client:__init__:49 | 初始化神策客户端: https://sensorsdata-admin.bloomeverybody.work, 项目: production
2025-12-11 20:26:50 | INFO     | src.agents.orchestrator:_initialize_tools:83 | 初始化工具...
2025-12-11 20:26:50 | INFO     | src.tools.sql_execution_tool:__init__:93 | SQLExecutionTool 初始化完成，输出目录: /tmp/sensors_data
2025-12-11 20:26:50 | INFO     | src.agents.orchestrator:_initialize_tools:103 | 已加载 1 个工具
2025-12-11 20:26:50 | INFO     | src.agents.orchestrator:_create_llm_model:131 | 创建LLM模型: vertex_ai/gemini-3-pro-preview
2025-12-11 20:26:50 | INFO     | src.agents.orchestrator:_create_llm_model:132 | API 基础 URL: https://litellm.test.bloomeverybody.work
2025-12-11 20:26:51 | INFO     | src.agents.orchestrator:_create_llm_model:142 | LLM模型创建成功
2025-12-11 20:26:51 | INFO     | src.agents.orchestrator:_create_agent:155 | 创建Agent...
2025-12-11 20:26:51 | INFO     | src.tools.event_schema_tool:__init__:55 | EventSchemaTool 初始化完成
2025-12-11 20:26:51 | INFO     | src.tools.sql_expert_tool:_load_context_docs:97 | 已加载预置属性文档: 8873 字符
2025-12-11 20:26:51 | INFO     | src.tools.sql_expert_tool:_load_context_docs:107 | 已加载公共属性文档: 4004 字符
2025-12-11 20:26:51 | INFO     | src.tools.sql_expert_tool:__init__:85 | SQLExpertTool 初始化完成
2025-12-11 20:26:51 | INFO     | src.agents.orchestrator:_create_agent:165 | 已添加 EventSchemaTool 和 SQLExpertTool
2025-12-11 20:26:51 | INFO     | src.agents.orchestrator:__init__:61 | 神策数据分析Agent初始化完成
2025-12-11 20:27:06 | INFO     | src.agents.orchestrator:query:338 | ================================================================================
2025-12-11 20:27:06 | INFO     | src.agents.orchestrator:query:339 | [开始处理查询] 用户输入: 分析最近30天的购买事趋势
2025-12-11 20:27:06 | INFO     | src.agents.orchestrator:query:340 | ================================================================================
2025-12-11 20:27:06 | INFO     | src.agents.orchestrator:query:344 | [步骤 1/2] 调用Agent开始推理...
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:67 | ============================================================
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:68 | [EventSchemaTool] 开始处理查询
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:69 | ============================================================
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:70 | [查询需求] 购买事件
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:71 | ------------------------------------------------------------
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:75 | [步骤 1/3] 加载事件索引...
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:_load_index:133 | 成功加载事件索引: 13581 字符
2025-12-11 20:27:19 | INFO     | src.tools.event_schema_tool:forward:80 | [步骤 1/3] ✓ 索引加载成功 (长度: 13581 字符)
